code,countries,category,name,centroid,activationTime,lastUpdate,drmPhase,closed,n_aois,n_products,search_snippet,past_items_search_text
EMSR478,[{'short_name': 'Philippines'}],"{'slug': 'storm', 'name': 'Storm'}",Tropical Cyclone Goni in Philippines,POINT (123.92 13.25),2020-11-05T14:50:00,2020-11-08T20:27:00,response,True,4,4,,Tiwi Grading Virac Grading Bato Grading Guinobatan Grading
EMSR477,[{'short_name': 'Nicaragua'}],"{'slug': 'storm', 'name': 'Storm'}",Tropical Cyclone in North Caribbean Region- Nicaragua,POINT (-83.60361 14.16879),2020-11-03T01:56:00,2020-11-09T11:15:00,response,True,9,10,,La Cruz de Rio Grande Town Reference Bilwi Reference Waspan Reference Siuna Reference Alamikamba Delineation Puerto Cabezas Delineation Puerto Cabezas Delineation Walakitan Reference
EMSR476,[{'short_name': 'Türkiye'}],"{'slug': 'earthquake', 'name': 'Earthquake'}",Earthquake in Turkey,POINT (27.159619999999997 38.41871999999999),2020-10-30T14:44:00,2020-11-04T13:54:00,response,True,9,9,,Izmir Grading Sigacik Grading Urla Grading
EMSR475,[{'short_name': 'Viet Nam'}],"{'slug': 'storm', 'name': 'Storm'}",Tropical cyclone MOLAVE in Vietnam,POINT (108.16021 16.07455),2020-10-27T08:35:00,2020-11-04T11:37:00,response,True,10,16,,Ha Tinh Delineation Vinh Delineation Dong Ha Delineation Dong Hoi Delineation Da Nang Delineation Tam Ky Delineation Hoi An Delineation Quy Nhon Delineation Quang Ngai Delineation Da Nang Delineation Hoi An Delineation Tam Ky Delineation Hue Delineation Dong Hoi Delineation Quy Nhon Delineation Quang Ngai Delineation
EMSR474,[{'short_name': 'Spain'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Extremadura- Spain,POINT (-5.5651 40.0425),2020-10-22T14:45:00,,response,True,1,1,"Last summer a great fire broke out in the mountains of the north of the C√°ceres department, tributaries that pour their waters into the Tietar river spring from the affected mountains. Also, on the 20th and 21st of October 2020, the same area has received heavier rainfall than usual during a sho...",
EMSR473,[{'short_name': 'Ireland'}],"{'slug': 'flood', 'name': 'Flood'}",Floods in County Cork- Ireland,POINT (-8.45489 51.90228),2020-10-20T11:24:00,,response,True,1,1,Around 100 buildings and dozens of parked cars have been damaged by flooding in Cork city centre following high tide on 20th October 2020. Significant flooding has also been in County Cork following the high tide event.,
EMSN083,[{'short_name': 'Nigeria'}],"{'slug': 'humanitarian', 'name': 'Humanitarian Crisis'}","Crop change detection in conflict areas, Nigeria, October 2020",POINT (12.4001 12.88534),2020-10-19T01:00:00,,preparedness,True,5,5,,"The scope of the activation is to support the WFP officers with geospatial analysis regarding the agriculture and food security situation and nutrition analysis in Borno state in north-eastern Nigeria. Due to the inaccessibility of the region caused by on-going armed conflicts, the impact of the conflict needs to be estimated for changes in cropland (loss/gain) and affected population in case of cropland loss. The current activation is an update of EMSN-063, assessing changes between 2020 & 2019 Crop Change Crop Change Crop Change Crop Change Crop Change"
EMSR472,[{'short_name': 'Viet Nam'}],"{'slug': 'storm', 'name': 'Storm'}",Floods in Vietnam,POINT (107.62999999999998 16.234999999999996),2020-10-15T10:16:00,2020-10-27T12:27:00,response,True,5,11,"After a dramatic series of consecutive typhoons hitting the Vietnam central Coast these last weeks, a new storm is forecast to cause heavy rainfall in central Vietnam. Local weather forecasts predict a high chance for strong precipitation resulting in localized urban floods in Dong Hoi, Dong Ha,...",Hue Delineation Hue Delineation Hoi Han Delineation Dong Ha Delineation Dong Hoi Delineation Quang Ngai Delineation Dong Ha Delineation Hue Delineation Hoi Han Delineation Dong Hoi Delineation Quang Ngai Delineation
EMSR471,[{'short_name': 'Slovakia'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Slovakia,POINT (20.07495 48.88422),2020-10-14T16:53:00,2020-10-21T10:32:00,response,True,5,9,,Bratislava Delineation Bratislava First Estimate Kosice Delineation Zvolen Delineation Tornala Delineation Trencin Delineation Trencin First Estimate Tornala First Estimate Kosice First Estimate
EMSR470,[{'short_name': 'Togo'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Togo,POINT (0.556 10.413),2020-10-13T19:17:00,2020-10-20T16:48:00,response,True,4,5,,Oti River Delineation Borgou Grading Mango Grading Mandouri Grading Oti River Delineation
EMSR469,[{'short_name': 'Viet Nam'}],"{'slug': 'storm', 'name': 'Storm'}",Wind Storm in Vietnam,POINT (109.1 14.45),2020-10-07T05:30:00,2020-10-09T16:11:00,response,True,11,11,,Don Ha Delineation Tam Ky Delineation Ha Tinh Delineation Hue Delineation Tuy Hoa Delineation Nha Trang Delineation Quang Ngai Delineation Quy Nhon Delineation Hoi An Delineation Da Nang Delineation
EMSR468,[{'short_name': 'Italy'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Piedmont region- Italy,POINT (8.473 45.3322),2020-10-04T16:18:00,2020-10-10T19:48:00,response,True,6,6,,Farigliano Grading Limone Piemonte Grading Romagnano Sesia Grading Vercelli Delineation Ormea Delineation Sesia First Estimate
EMSR467,[{'short_name': 'France'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Alpes-Maritimes- France,POINT (7.29399 43.99003),2020-10-03T12:43:00,2020-10-13T12:38:00,response,True,5,8,,Tende Grading Fontan Saorge Grading Menton First Estimate Saint Etienne de Tinee Delineation Menton Delineation Nice Delineation Saint Etienne de Tinee First Estimate Nice First Estimate
EMSR466,[{'short_name': 'Niger'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Niger,POINT (2.10305 13.4849),2020-10-03T12:33:00,2020-10-16T09:36:00,response,True,3,4,,Dogondoutchi Delineation Tahoua Delineation Bangui Delineation
EMSN082,[{'short_name': 'Cameroon'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Cameroon Far North Region,POINT (14.79858 12.15748),2020-09-29T17:00:00,,recovery,True,9,9,,"The CEMS Risk and Recovery Standard has been activated by the Directorate-General for European Civil Protection and Humanitarian Aid Operations - European Emergency Response Coordination Centre (DG-ECHO ERCC), on behalf the ECHO field/Cameroon, following the flood occurred in Cameroon Far North Region around the 15thof September 2020.

[Image: EMSN082_STD_PictureLocalMedia.jpg]

The aim of the activation was to localize the areas most impacted by the inundations; this objective has been achieved P04 – Flood delineation P04 – Flood delineation P04 – Flood delineation P04 – Flood delineation P04 – Flood delineation P04 – Flood delineation P04 – Flood delineation P04 – Flood delineation P04 – Flood delineation"
EMSR465,[{'short_name': 'Greece'}],"{'slug': 'flood', 'name': 'Flood'}",Floods in Thessaly Region- Greece,POINT (21.98262 39.3194),2020-09-19T09:46:00,2020-09-25T01:46:00,response,True,8,9,,Keramidi Grading Agnantero Grading Makrichori Grading Itea Grading Karditsa Grading Mouzaki Grading Stavros Grading Karditsa Delineation Karditsa Delineation
EMSR464,[{'short_name': 'Viet Nam'}],"{'slug': 'storm', 'name': 'Storm'}",Tropical cyclone Noul in Vietnam,POINT (107.05 17.08),2020-09-16T15:32:00,2020-09-24T09:10:00,response,True,5,5,,Da Nang Delineation Ha Tinh Delineation Thua Thien Hue Delineation
EMSR463,[{'short_name': 'Portugal'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest fire in Castelo Branco- Portugal,POINT (-7.84475 39.8819),2020-09-14T09:37:00,2020-09-15T22:27:00,response,True,1,1,,Estreito First Estimate
EMSR462,[{'short_name': 'Portugal'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest Fire in Viseu- Portugal,POINT (-8.33364 40.69434),2020-09-08T10:44:00,2020-09-12T17:45:00,response,True,1,4,,Talhadas Grading Talhadas Delineation Talhadas First Estimate Talhadas Delineation
EMSR460,[{'short_name': 'Ireland'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in County Galway- Ireland,POINT (-9.88627 53.48662),2020-09-02T13:45:00,2020-09-03T00:51:00,response,True,1,1,,Clifden Delineation
EMSR459,[{'short_name': 'Afghanistan'}],"{'slug': 'flood', 'name': 'Flood'}",Flash flood in Afghanistan,POINT (68.59396 34.47985),2020-09-02T13:39:00,2020-09-08T18:36:00,response,True,1,1,,CHARIKAR Grading
EMSR458,[{'short_name': 'Spain'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest Fire in Cabezuela Del Valle- Spain,POINT (-5.74862 40.1584),2020-08-28T19:46:00,2020-09-03T20:54:00,response,True,1,5,,Cabezuela Del Valle Grading Cabezuela Del Valle Delineation Cabezuela Del Valle Delineation Cabezuela Del Valle Delineation Cabezuela Del Valle First Estimate
EMSR457,[{'short_name': 'Spain'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest Fire in Almonaster La Real- Spain,POINT (-6.76813 37.74442),2020-08-28T13:24:00,2020-09-01T13:14:00,response,True,1,4,,Patras Delineation Patras Grading Patras Delineation Patras First Estimate
EMSR456,[{'short_name': 'Nicaragua'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in North Caribbean Region- Nicaragua,POINT (-83.8 14.5),2020-08-24T19:00:00,2020-08-27T11:38:00,response,True,9,18,,Krukira Reference Bethania Reference Rosita Reference Waspan Delineation Waspan Reference Panua Delineation Rosita Delineation Banacruz Reference Puerto Cabezas Delineation Paso Wawabun Delineation Paso Wawabun Reference Panua Reference Kukalaya Delineation Puerto Cabezas Reference Kukalaya Reference
EMSR455,[{'short_name': 'Greece'}],"{'slug': 'fire', 'name': 'Wildfire'}",Fire In Eastern Mani- Greece,POINT (22.45262 36.63316),2020-08-23T08:11:00,2020-08-26T15:56:00,response,True,1,3,,Drosopigi Grading Drosopigi Delineation Drosopigi First Estimate
EMSR454,[{'short_name': 'Italy'}],"{'slug': 'fire', 'name': 'Wildfire'}",Waste burning in Rome- Italy,POINT (12.49585 41.85),2020-08-18T13:47:00,2020-09-18T22:53:00,response,True,4,4,,Rome Municipio XI Delineation La Massimina Delineation Castel Romano Delineation Rome Municipio VII Delineation
EMSR453,[{'short_name': 'Italy'}],"{'slug': 'fire', 'name': 'Wildfire'}",Fire in Sardinia- Italy,POINT (8.8217 40.43745),2020-08-11T15:14:00,2020-08-13T17:52:00,response,True,1,1,,Bonorva Grading
EMSN081,[{'short_name': 'Lebanon'}],"{'slug': 'industrial', 'name': 'Industrial Accident'}","Explosion in Beirut, Lebanon: detailed damage and impact assessment analyses",POINT (35.51889 33.90139),2020-08-05T19:30:00,,recovery,True,1,2,,"The CEMS Risk and Recovery Standard has been activated by the Directorate-General for European Civil Protection and Humanitarian Aid Operations - European Emergency Response Coordination Centre (DG-ECHO ERCC), following the explosions occurred in Beirut, Lebanon’s capital, on the 4th of August 2020. This activation aims to provide a detailed damage assessment, delivering a picture of the spatial extent and severity of the damages.

With that purpose, this activation includes the following Standa P08.1 – Detailed damage assessment over affected areas P13 – Ready to print maps and map books for field campaign"
EMSR452,[{'short_name': 'Lebanon'}],"{'slug': 'industrial', 'name': 'Industrial Accident'}","Explosion in Beirut, Lebanon",POINT (35.52852000000001 33.88477999999999),2020-08-04T18:36:00,2020-08-12T10:51:00,response,True,1,2,"A large explosion rocked the Lebanese capital of Beirut, damaging buildings and offices around the city.
The blast appears to have been centered on the city's port area and at least 100 people were killed in the explosion.",Beirut Grading Beirut Grading
EMSR451,[{'short_name': 'Germany'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Bavaria- Germany,POINT (12.1169 47.8655),2020-08-04T16:05:00,,response,True,1,1,"Over the last hours heavy rains triggered flooding of the river Inn within the free state of Bavaria. Additional rainfall is expected and gauges will likely remain in flood warning for the next hours._x000D_
As there has been a high an ongoing demand of THW experts an overview of the extend of th...",
EMSR450,[{'short_name': 'Viet Nam'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Vietnam,POINT (105.7697 19.6074),2020-08-03T04:11:00,2020-08-06T08:53:00,response,True,6,6,"Tropical storm Sinlaku hitting north-central Vietnam has brought heavy rainfall, wind and caused urban flooding in Yen Bai city, Chuong My district (North Vietnam)and in Thanh Hoa, Vinh and Ha Tinh (Central Vietnam) at the beginning of August with a maximum water height forecasted on 02/08/2020 t...",
EMSR449,[{'short_name': 'Italy'}],"{'slug': 'fire', 'name': 'Wildfire'}",Wildfire in L'Aquila- Italy,POINT (13.425 42.393),2020-07-31T11:29:00,2020-08-10T15:41:00,response,True,1,6,"Very high temperature has been registered in these days all over the central and southern Italian _x000D_
regions.  Due to these conditions, a large number of forest fires has been recordered along the _x000D_
central and southern Italian regions. From the early afternoon of 30th July 2020, a lar...",
EMSN078,[{'short_name': 'Spain'}],"{'slug': 'flood', 'name': 'Flood'}","Tsunami preparedness risk assessment in Andalusian West Coast, Spain",POINT (-6.32915 36.6528),2020-07-31T01:00:00,,preparedness,True,1,22,,"The Spanish General Directorate of Civil Protection and Emergencies (CENEM) has triggered the Copernicus Emergency Management Service (CEMS) Risk and Recovery Mapping to develop tsunami risk analysis in the urban environments along 300 km of the Andalusian West Coast, totaling an area of about 6,780 km2. This activation supports civil protection preparedness activities in the area, and its results include information on tsunami hazard, exposure, and vulnerability of the buildings. The risk and r"
EMSR448,[{'short_name': 'Portugal'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest fire in Castelo Branco- Portugal,POINT (-7.93966 39.82725),2020-07-26T09:30:00,2020-07-29T13:42:00,response,True,1,3,"On 25 July 2020, a fire was reported to spread rapidly in a pine forest area _x000D_
of the municipality of Oleiros. The combat involves several forces and fire fighting actions._x000D_",
EMSN080,[{'short_name': 'Libya'}],"{'slug': 'humanitarian', 'name': 'Humanitarian Crisis'}","Land use mapping and population dynamics analysis in Benghazi, Libya",POINT (20.08129 32.1006),2020-07-24T02:00:00,,preparedness,True,1,15,,"The CEMS Risk and Recovery Standard has been activated by the Directorate-General for European Civil Protection and Humanitarian Aid Operations - European Emergency Response Coordination Centre (DG-ECHO ERCC), on behalf of the International Committee of the Red Cross (ICRC), which operates in Benghazi, Libya, to get an update of the products delivered in 2017 in the framework of a past CEMS activation (Satellite based conflict damage assessment of two selected cities in Libya available at:https: P13 – Map book P11 – Human footprint (2019-2020) P11 – Human footprint (2018-2019) P11 – Human footprint (2017-2018) P11 – Human footprint (2016-2017) P10 – Urban sprawl (2019-2020) P10 – Urban sprawl (2018-2019) P10 – Urban sprawl (2017-2018) P18 – Human settlement mapping P18 – Human settlement mapping"
EMSR447,[{'short_name': 'Greece'}],"{'slug': 'fire', 'name': 'Wildfire'}",Fire in Corinthia- Greece,POINT (23.07422 37.78981),2020-07-23T12:35:00,2020-07-29T11:47:00,response,True,1,4,"Since the afternoon of the 22 July 2020, a large wildfire has burned large areas of pine forest and agricultural land in the area of Kechries, Corinthia, Greece. The fire is still active on several fronts. There is still no official information as to whether houses have been burned but six settle...",
EMSR446,[{'short_name': 'Uganda'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Uganda,POINT (31.64355 0.34276),2020-07-21T07:59:00,2020-09-02T04:20:00,response,True,3,13,"The Ministry of Water and Environment of the Republic of Uganda has requested international assistance_x000D_
to UNEP further to unprecedented flooding and continued rising water levels due to intense and_x000D_
prolonged rainfall since September 2019. As per government figures, an estimated 705,...",
EMSN079,[{'short_name': 'Iran'}],"{'slug': 'fire', 'name': 'Wildfire'}",Post-disaster assessment after wildfire events in the south and southwestern regions of Iran,POINT (50.7134 30.625799999999998),2020-07-09T12:04:00,2026-01-20T09:58:33.643452,recovery,True,3,6,"The CEMS Risk and Recovery Standard has been activated to assess the damage occurred as a consequence of unprecedented frequent wildfire occurred in south and southwestern part of Iran which took place since the end of May and until June 2020.

The Standard products that were produced to estimate...","The CEMS Risk and Recovery Standard has been activated to assess the damage occurred as a consequence of unprecedented frequent wildfire occurred in south and southwestern part of Iran which took place since the end of May and until June 2020.

The Standard products that were produced to estimate the wildfires impact are:

P03.5 - LULC: CLC @1:25000

[Image: EMSN079_STD_AOI01_P035LULC_Map_v01.jpg]

[Image: EMSN079_STD_AOI02_P035LULC_Map_v01.jpg]

[Image: EMSN079_STD_AOI03_P035LULC_Map_v01.jpg]

 P07- Wildfire delineation and grading P07- Wildfire delineation and grading P07- Wildfire delineation and grading P03.5 – Land Use and Land Cover: CLC New @1:25000 P03.5 – Land Use and Land Cover: CLC New @1:25000 P03.5 – Land Use and Land Cover: CLC New @1:25000"
EMSR445,"[{'short_name': 'Moldova'}, {'short_name': 'Romania'}, {'short_name': 'Ukraine'}]","{'slug': 'flood', 'name': 'Flood'}",Flood in Romania,POINT (26.777239999999995 48.22587999999999),2020-06-26T11:12:00,2020-06-29T11:15:00,response,True,2,3,"Recent heavy rains in eastern part of Europe have affected several countries. In particular, one of the affected area involves the upper basin of the Prut River (especially in Ukraine, and subsequently Romania and Republic of Moldova), where there is a significant increase level, exceeding the Da...",
EMSR444,[{'short_name': 'Ukraine'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Western Oblasts- Ukraine,POINT (25.07 48.46),2020-06-25T16:34:00,2020-06-29T12:53:00,response,True,4,7,"Recent heavy rains in eastern part of Europe have affected the western part of Ukraine and are considered as the heaviest flooding in Ukraine in the last 50 years, exceeding those of 2008. Flooding has affected the western region of Ivano-Frankivsk, Chernivtsi, Zakarpattia and Lviv after heavy ra...",
EMSR443,[{'short_name': 'Portugal'}],"{'slug': 'fire', 'name': 'Wildfire'}",Fire in Algarve- Portugal,POINT (-8.84072 37.17164),2020-06-19T17:10:00,2020-06-21T19:33:00,response,True,1,3,"On the 19 June 2020 in the afternoon, a huge forest fire was reported to be spreading in a pine and eucalyptus area close to the settlements of Barao de Sao Joao and Bordeira in the Algarve, Portugal.The Copernicus EMS Rapid Mapping service is requested to deliver delineation and daily monitoring...",
EMSR442,[{'short_name': 'Norway'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Northern Norway,POINT (24.06864 69.62447),2020-06-09T04:54:00,2020-06-11T11:54:00,response,True,9,8,"There is an ongoing spring flood in the northern part of Norway due to snow melt from a winter with an exceptionally amount of snowfall. It is expected for some of the rivers to hit the peak in the very next days, while for some of the other rivers the peak is expected later, depending on tempera...",
EMSR441,[{'short_name': 'Finland'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Lapland- Finland,POINT (24.30469 67.04687),2020-06-01T17:39:00,2020-06-09T09:15:00,response,True,9,22,"Extensive spring floods are ongoing in Finnish Lapland due to melting snow. Warming weather and possible rain showers may worsen the situation in the coming days. Floods are estimated to reach the highest peaks this week and will affect several municipalities in Lapland._x000D_
CEMS Rapid Mapping...",
EMSR440,[{'short_name': 'Germany'}],"{'slug': 'fire', 'name': 'Wildfire'}",Fire in Plessa- Brandenburg,POINT (13.61791 51.47569),2020-06-01T10:16:00,2020-06-03T19:13:00,response,True,1,2,"Since 29th May 2020, an extensive wildland and moorland/peat land fire is burning with a size of more _x000D_
than 100 hectares in the nature reserve ""Der Loben"" north of the village Plessa in the county of _x000D_
Elbe-Elster, Federal State of Brandenburg, Germany. Copernicus EMS - Rapid Mapping...",
EMSR439,[{'short_name': 'Bangladesh'}],"{'slug': 'storm', 'name': 'Storm'}","Flood in Bashan Char, Bangladesh",POINT (91.38107999999998 22.36978999999999),2020-05-20T15:01:00,2020-05-26T12:59:00,response,True,1,3,"Tropical Cyclone AMPHAN has intensified into a super cyclonic storm as it continues north over the central Bay of Bengal, toward India's Odisha and West Bengal States and Bangladesh's Barisal Division. On 20 May at 0.00 UTC its centre was 195 km south-east of Bhubaneshwar City (Odisha), and 370 k...",
EMSR438,[{'short_name': 'Uganda'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Uganda,POINT (33.22 0.37083),2020-05-15T12:42:00,2020-05-27T14:32:00,response,True,7,14,"Torrential rains have triggered devastating floods and landslides across East Africa in recent weeks, aggravating an already challenging situation as countries in the region battle the coronavirus pandemic. The destruction caused by the heavy rainfall has killed hundreds of people in Kenya, Ugand...",
EMSN077,"[{'short_name': 'Germany'}, {'short_name': 'Netherlands'}]","{'slug': 'fire', 'name': 'Wildfire'}","Post-disaster mapping of forest fires in De Meinweg National Park, Germany-Netherlands border",POINT (6.13324 51.19009),2020-05-13T12:47:00,,recovery,True,1,7,,"The CEMS Risk and Recovery Standard has been activated to assess the damage occurred as a consequence of the forest fire which took place between the 20th and 27th of April 2020 in the Meinweg National Park. The Area of Interest (AOI) is located at the border region between Herkenbosch (Netherland) and Niederkrüchten (Germany).

The post-disaster damage assessment study consists of the delineation and grading of the wildfire (P07), detailed damage assessment of the tree cover (P08.1), impact ass P07 – Wildfire delineation and grading - Monit03 P07 – Wildfire delineation and grading - Monit01 P07 – Wildfire delineation and grading P16 – Post disaster erosion risk assessment P08.1 - Detailed damage assessment analyses over affected areas P03.2 – Land Use and Land Cover: CLC Update @1:25000 P07 – Wildfire delineation and grading - Monit02"
EMSR437,[{'short_name': 'France'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in South West of France,POINT (-0.71248 43.80942),2020-05-10T19:35:00,2020-05-14T15:25:00,response,True,8,15,There was heavy rain in the southwest of France late on 10 May. These precipitations led to floods on many river basins. Red and orange flood warnings have been issued for the affected region by the National Center of Central Forecasts.,
EMSN076,[{'short_name': 'Germany'}],"{'slug': 'other', 'name': 'Other'}",Germany BEAM update,POINT (13.40484 52.52),2020-04-24T18:00:00,,preparedness,True,1,1,,"BEAM (Basic European Assets Map) evaluates and compares real and potential damages caused by natural disasters, focusing both on European and national studies. BEAM displays assets in monetary values per area unit (€/m²). The complete asset information is composed of different layers, so that within a damage assessment study each type of asset can be calculated by applying individual damage function. BEAM is composed of two major components: The asset volume taken from the statistics and the lan BEAM Update 2018 - Germany"
EMSN075,[{'short_name': 'Ukraine'}],"{'slug': 'fire', 'name': 'Wildfire'}","Forest fires preparedness, Ukraine",POINT (32.54107 49.06671),2020-04-24T01:00:00,,preparedness,True,1,10,,"The United Nation Development Program (UNDP) Ukraine’s Accelerator Lab works on documenting existing solutions and running experiments to test new solutions. Possible solutions include increasing the use of satellite monitoring technologies, raising awareness about sustainable agriculture such as low/no-till farming, utilizing crop residue for bio-energy, and recycling biomass to create animal feed and other household products. Interventions to limit the severity of the burning of leaves, crops, Forest fire exposure settlement Forest fire exposure population Forest fire exposure infrastructure Pre-disaster forest fire hazard estimation Historical fire events 2020 Historical fire events 2019 Historical fire events 2018 Historical fire events 2017 Historical fire events 2016 Historical fire events 2015"
EMSR436,[{'short_name': 'Poland'}],"{'slug': 'fire', 'name': 'Wildfire'}",Fire in Podlaskie Voivodeship- Poland,POINT (22.82698 53.54608),2020-04-22T14:26:00,2020-04-28T14:31:00,response,True,1,3,"On 20 April 2020 at 07.45 UTC, a fire was reported to the State Fire Service in the Biebrza National Park. The fire rapidly spread in several directions, affecting a difficult-to-access area with a peat ground of 1200 ha. Numerous forces and resources are involved in fire fighting actions. At pre...",
EMSN072,[{'short_name': 'Spain'}],"{'slug': 'fire', 'name': 'Wildfire'}","Post forest fire recovery monitoring in Acebo, Spain",POINT (-6.70918 40.1878),2020-04-20T01:00:00,2026-01-20T09:58:24.251548,recovery,True,1,8,"The current activation addressed the forest fire that took place on 6 August 2015, in the municipality of Acebo, Cceres, Spain, and burned approximately 8,160 ha of pine trees and shrub land. It aims to evaluate the recovery of forests in terms of reduced soil erosion and the recovery of the flor...","The current activation addressed the forest fire that took place on 6 August 2015, in the municipality of Acebo, Cceres, Spain, and burned approximately 8,160 ha of pine trees and shrub land. It aims to evaluate the recovery of forests in terms of reduced soil erosion and the recovery of the flora.

The RRM products calculate and compare the situation just before the event (2014 and 2015), after the event (2015 post and 2016), after the restoration activities finished (2016), and annually after  Landslide susceptibility map (Overview A1) Erosion susceptibility map (Overview A1) Assessment of biodiversity recovery (Overview A1) Assessment of vegetation recovery (Overview A1) Assessment of ground deformation (Overview A1) Assessment of ground deformation 2018-2019 with conservation measure (Overview A1) Assessment of ground deformation 2016-2017 with conservation measure (Overview A1) Assessment of observed soil loss 2014-2015 (Overview A1)"
EMSR435,[{'short_name': 'Ukraine'}],"{'slug': 'fire', 'name': 'Wildfire'}",Fire in Chernobyl- Ukraine,POINT (30.06289 51.41257),2020-04-14T12:00:00,2020-05-02T02:56:00,response,True,1,9,"On 08 April 2020, a fire broke out in a Ukrainian forest within the exclusion zone surrounding the abandoned nuclear power plant at Chernobyl. Helicopters and planes have been called in to battle the flames amid fears of exposure to increased radiation from the burning of contaminated forest and...",
EMSN071,[{'short_name': 'Germany'}],"{'slug': 'fire', 'name': 'Wildfire'}","Wildfires, Preparedness, Arnsberg, Germany",POINT (8.021859999999998 51.41891999999999),2020-04-09T01:00:00,2026-01-20T09:58:16.184451,preparedness,True,1,4,"The scope of the service request EMSN-071 is to support the fire department and administration of the City of Arnsberg (Hochsauerland County, State North Rhine-Westphalia, Germany), with designing pre-event preventive measures, as well as incident coordination, in regards of wildfires that could...","The scope of the service request EMSN-071 is to support the fire department and administration of the City of Arnsberg (Hochsauerland County, State North Rhine-Westphalia, Germany), with designing pre-event preventive measures, as well as incident coordination, in regards of wildfires that could hit this territory.

More than 63% of the town’s area is covered by forest, including several large protected areas; forest plays an important economic role in both tourism and the timber-processing busi Reference map (Overview A1) Land Use Land Cover map (Overview A1) Pre-disaster forest fire hazard (Overview A1) Pre-disaster forest fire exposure (Overview A1)"
EMSN066,[{'short_name': 'Iran'}],"{'slug': 'flood', 'name': 'Flood'}","Flood delineation and flood damage assessment, Iran",POINT (58.96228 25.99307),2020-04-09T01:00:00,,recovery,True,3,11,,"The scope of the service request EMSN-066 is to delineate the extent and assess damage of 9 to 11 January 2020 flood event, in South-East Iran. As predicted by Copernicus EMS service GloFAS, days of heavy rain from 9 to 11 January 2020 caused severe flooding in southern Iran, in Sistan and Baluchestan, Hormozgan and south of Kerman provinces. Flooding has blocked roads and damaged houses, bridges, crops and infrastructure. Dozens of areas have been left isolated after roads were damaged or block Reservoir and dam change detection (Overview A3) Reference map (Overview A3) Flood delineation (Overview A3) Damage assessment (Overview A3) Reference map (Overview A2) Flood delineation (Overview A2) Damage assessment (Overview A2) Reservoir and dam change detection (Overview A1) Reference map (Overview A1) Flood delineation (Overview A1)"
EMSR434,[{'short_name': 'Vanuatu'}],"{'slug': 'storm', 'name': 'Storm'}",Tropical Cyclone HAROLD in Vanuatu,POINT (167.19235 -15.51226),2020-04-06T16:36:00,2020-04-11T07:55:00,response,True,5,5,,
EMSR433,[{'short_name': 'Italy'}],"{'slug': 'other', 'name': 'Other'}",COVID-19 outbreak and spread in Italy,POINT (7.68 45.07),2020-04-05T22:46:00,2020-09-14T14:53:00,response,True,8,16,"Italy is currently facing a serious situation related to the Covid-19. The Head of the Civil Protection Department has been nominated as national emergency Coordinator and the entire National System has been activated to face the Emergency. From the first day of March, the _x000D_
entire Italian...",
EMSN074,[{'short_name': 'Croatia'}],"{'slug': 'earthquake', 'name': 'Earthquake'}","Croatia, Zagreb earthquake damage assessment",POINT (15.99646 45.81161),2020-03-31T01:00:00,,recovery,True,1,3,,"CEMS Risk and Recovery Standard was activated on behalf of the City of Zagreb (Office of Emergency Management) with the objective of assessing damages related to the earthquake that hit the area of Zagreb (Croatia) on the 22 March 2020. Preliminary reports and information coming from the area indicated heavily damaged roofs and assets in the City centre.

The products generated in the framework of this activation aim to provide an updated reference dataset over the city of Zagreb, a detailed dam P09 - Reconstruction monitoring P08.1 - Detailed damage assessment analyses over affected areas P02.1 - Reference dataset"
